,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
3082,3696,33696,サポート,コルニ,/assets/images/card_images/large/XY/033696_T_KORUNI.jpg,XY,144,171,,,,,,,Ken Sugimori,自分の山札からfightingポケモンとグッズをそれぞれ1枚ずつ選び、相手に見せてから、手札に加える。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3083,3697,33697,サポート,こわいおねえさん,/assets/images/card_images/large/XY/033697_T_KOWAIONEESAN.jpg,XY,145,171,,,,,,,Yusuke Ohmura,場に出ているスタジアムをトラッシュする。その後、相手は相手自身の手札を3枚選び、トラッシュする。,,,,,,,,,,,,,,,,,,,,,,,
3084,3698,33698,サポート,サナ,/assets/images/card_images/large/XY/033698_T_SANA.jpg,XY,146,171,,,,,,,Ken Sugimori,自分の手札をすべて山札にもどし、山札を切る。その後、山札を5枚引く。,,,,,,,,,,,,,,,,,,,,,,,
3085,3699,33699,サポート,センパイとコウハイ,/assets/images/card_images/large/XY/033699_T_SENPAITOKOUHAI.jpg,XY,147,171,,,,,,,Megumi Mizutani,"このカードは、前の相手の番に、自分のポケモンがきぜつしていなければ使えない。

自分の山札から好きなカードを2枚まで選び、手札に加える。そして山札を切る。",,,,,,,,,,,,,,,,,,,,,,,
3086,3700,33700,サポート,フウロ,/assets/images/card_images/large/XY/033700_T_FUURO.jpg,XY,148,171,,,,,,,Yusuke Ohmura,自分の山札からトレーナーズを1枚選び、相手に見せてから、手札に加える。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3087,3701,33701,サポート,プラターヌ博士,/assets/images/card_images/large/XY/033701_T_PURATANUHAKASE.jpg,XY,149,171,,,,,,,Yusuke Ohmura,自分の手札をすべてトラッシュし、山札を7枚引く。,,,,,,,,,,,,,,,,,,,,,,,
3088,3702,33702,サポート,フラダリ,/assets/images/card_images/large/XY/033702_T_FURADARI.jpg,XY,150,171,,,,,,,Ken Sugimori,相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。,,,,,,,,,,,,,,,,,,,,,,,
3089,3703,33703,サポート,フレア団のしたっぱ,/assets/images/card_images/large/XY/033703_T_FUREADANNOSHITAPPA.jpg,XY,151,171,,,,,,,Yusuke Ohmura,相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。,,,,,,,,,,,,,,,,,,,,,,,
3090,3704,33704,サポート,ポケモンレンジャー,/assets/images/card_images/large/XY/033704_T_POKEMONRENJA.jpg,XY,152,171,,,,,,,Yusuke Ohmura,おたがいのプレイヤーと、おたがいのポケモンにかかっているワザの効果は、すべてなくなる。,,,,,,,,,,,,,,,,,,,,,,,
3091,3705,33705,スタジアム,うねりの大海,/assets/images/card_images/large/XY/033705_T_UNERINOTAIKAI.jpg,XY,153,171,,,,,,,Ryo Ueda,おたがいのプレイヤーは、自分の番ごとに1回、自分のwaterポケモンとelectricポケモン全員のHPを、それぞれ「30」回復してよい。,,,,,,,,,,,,,,,,,,,,,,,
3092,3706,33706,スタジアム,巨大植物の森,/assets/images/card_images/large/XY/033706_T_KYODAISHOKUBUTSUNOMORI.jpg,XY,154,171,,,,,,,Ryo Ueda,おたがいのgrassポケモンは、最初の自分の番や出したばかりの番でも進化できる。,,,,,,,,,,,,,,,,,,,,,,,
3093,3707,33707,スタジアム,サイレントラボ,/assets/images/card_images/large/XY/033707_T_SAIRENTORABO.jpg,XY,155,171,,,,,,,Ryo Ueda,おたがいの場・手札・トラッシュにあるたねポケモンの特性は、すべてなくなる。,,,,,,,,,,,,,,,,,,,,,,,
3094,3708,33708,スタジアム,次元の谷,/assets/images/card_images/large/XY/033708_T_JIGENNOTANI.jpg,XY,156,171,,,,,,,Ryo Ueda,おたがいの場のpsychicポケモンが使うワザに必要なエネルギーは、それぞれnoneエネルギー1個ぶん少なくなる。,,,,,,,,,,,,,,,,,,,,,,,
3095,3709,33709,スタジアム,灼熱の大地,/assets/images/card_images/large/XY/033709_T_SHAKUNETSUNODAICHI.jpg,XY,157,171,,,,,,,Ryo Ueda,おたがいのプレイヤーは、自分の番ごとに1回、自分の手札からfireエネルギーまたはfightingエネルギーを1枚選び、トラッシュしてよい。トラッシュした場合、自分の山札を2枚引く。,,,,,,,,,,,,,,,,,,,,,,,
3096,3710,33710,スタジアム,スカイフィールド,/assets/images/card_images/large/XY/033710_T_SUKAIFIRUDO.jpg,XY,158,171,,,,,,,Ayaka Yoshida,"おたがいのプレイヤーがベンチに出せるポケモンの数は、8匹になる。

（このカードがトラッシュされたとき、ベンチに6匹以上いるプレイヤーは、ベンチが5匹になるまでポケモンをトラッシュする。トラッシュするのは、このカードの持ち主から。）",,,,,,,,,,,,,,,,,,,,,,,
3097,3711,33711,スタジアム,パラレルシティ,/assets/images/card_images/large/XY/033711_T_PARARERUSHITEI.jpg,XY,159,171,,,,,,,5ban Graphics,このカードは、上下の向きを選んでから場に出す。こちら側のプレイヤーがベンチに出せるポケモンの数は、3匹になる。（このカードが場に出たとき、ベンチに4匹以上いる場合は、こちら側のプレイヤーが、ベンチが3匹になるまでポケモンをトラッシュする。）,,,,,,,,,,,,,,,,,,,,,,,
3098,3712,33712,スタジアム,フェアリーガーデン,/assets/images/card_images/large/XY/033712_T_FEARIGADEN.jpg,XY,160,171,,,,,,,Ryo Ueda,fairyエネルギーがついているおたがいのポケモン全員のにげるために必要なエネルギーは、すべてなくなる。,,,,,,,,,,,,,,,,,,,,,,,
3099,3713,33713,スタジアム,リバースバレー,/assets/images/card_images/large/XY/033713_T_RIBASUBARE.jpg,XY,161,171,,,,,,,5ban Graphics,このカードは、上下の向きを選んでから場に出す。こちら側のプレイヤーの場にいるsteelポケモンが、相手のポケモンから受けるワザのダメージは「-10」される。,,,,,,,,,,,,,,,,,,,,,,,
3100,3714,33714,特殊エネルギー,ハーブエネルギー,/assets/images/card_images/large/XY/033714_E_HABUENERUGI.jpg,XY,162,171,,,,,,,,"このカードはgrassポケモンにしかつけられず、ついているかぎりgrassエネルギー1個ぶんとしてはたらく。

このカードを手札からgrassポケモンにつけたとき、そのポケモンのHPを「30」回復する。

（このカードがgrassポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3101,3715,33715,特殊エネルギー,バーニングエネルギー,/assets/images/card_images/large/XY/033715_E_BANINGUENERUGI.jpg,XY,163,171,,,,,,,,"このカードはfireポケモンにしかつけられず、ついているかぎりfireエネルギー1個ぶんとしてはたらく。

このカードをつけているfireポケモンのワザで、このカードがトラッシュされたなら、ダメージや効果のあと、もとのポケモンにつけなおす。

（このカードがfireポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3102,3716,33716,特殊エネルギー,スプラッシュエネルギー,/assets/images/card_images/large/XY/033716_E_SUPURASSHUENERUGI.jpg,XY,164,171,,,,,,,,"このカードはwaterポケモンにしかつけられず、ついているかぎりwaterエネルギー1個ぶんとしてはたらく。

このカードをつけているwaterポケモンが、相手のポケモンからワザのダメージを受けてきぜつしたとき、トラッシュせずに手札にもどす。（ポケモン以外のカードは、すべてトラッシュする。）

（このカードがwaterポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3103,3717,33717,特殊エネルギー,フラッシュエネルギー,/assets/images/card_images/large/XY/033717_E_FURASSHUENERUGI.jpg,XY,165,171,,,,,,,,"このカードはelectricポケモンにしかつけられず、ついているかぎりelectricエネルギー1個ぶんとしてはたらく。

このカードをつけているelectricポケモンの弱点は、すべてなくなる。

（このカードがelectricポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3104,3718,33718,特殊エネルギー,ミステリーエネルギー,/assets/images/card_images/large/XY/033718_E_MISUTERIENERUGI.jpg,XY,166,171,,,,,,,,"このカードはpsychicポケモンにしかつけられず、ついているかぎりpsychicエネルギー1個ぶんとしてはたらく。

このカードをつけているpsychicポケモンのにげるために必要なエネルギーは、2個ぶん少なくなる。

（このカードがpsychicポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3105,3719,33719,特殊エネルギー,ストロングエネルギー,/assets/images/card_images/large/XY/033719_E_SUTORONGUENERUGI.jpg,XY,167,171,,,,,,,,"このカードはfightingポケモンにしかつけられず、ついているかぎりfightingエネルギー1個ぶんとしてはたらく。

このカードをつけているfightingポケモンが使うワザの、相手のバトルポケモンへのダメージは、「+20」される。

（このカードがfightingポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3106,3720,33720,特殊エネルギー,バッドエネルギー,/assets/images/card_images/large/XY/033720_E_BADDOENERUGI.jpg,XY,168,171,,,,,,,,"このカードはdarkポケモンにしかつけられず、ついているかぎりdarkエネルギー1個ぶんとしてはたらく。

このカードをつけているdarkポケモンが、バトル場で相手の「ポケモンEX」からワザのダメージを受けるたび、ワザを使った「ポケモンEX」にダメカンを2個のせる。

（このカードがdarkポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3107,3721,33721,特殊エネルギー,シールドエネルギー,/assets/images/card_images/large/XY/033721_E_SHIRUDOENERUGI.jpg,XY,169,171,,,,,,,,"このカードはsteelポケモンにしかつけられず、ついているかぎりsteelエネルギー1個ぶんとしてはたらく。

このカードをつけているsteelポケモンが、相手のポケモンから受けるワザのダメージは「-10」される。

（このカードがsteelポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3108,3722,33722,特殊エネルギー,ワンダーエネルギー,/assets/images/card_images/large/XY/033722_E_WANDAENERUGI.jpg,XY,170,171,,,,,,,,"このカードはfairyポケモンにしかつけられず、ついているかぎりfairyエネルギー1個ぶんとしてはたらく。

このカードをつけているfairyポケモンは、相手のポケモンが使うワザの効果を受けない。（すでに受けている効果はなくならない。）

（このカードがfairyポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3109,3723,33723,特殊エネルギー,ダブルドラゴンエネルギー,/assets/images/card_images/large/XY/033723_E_DABURUDORAGONENERUGI.jpg,XY,171,171,,,,,,,,"このカードはdragonポケモンにしかつけられず、ついているかぎりすべてのタイプのエネルギー2個ぶんとしてはたらく。

（このカードがdragonポケモン以外についているなら、トラッシュする。）",,,,,,,,,,,,,,,,,,,,,,,
3110,3724,33724,pokemon,ナゾノクサ,/assets/images/card_images/large/XY/033724_P_NAZONOKUSA.jpg,XY,1,171,,43,ざっそうポケモン,0.5,5.4,別名 アルキメンデス。 夜になると ２本の 根っこで ３００メートルも 歩くという。,MAHOU,,たね,50,['grass'],,,['grass'],ころばす,10＋,コインを1回投げオモテなら、10ダメージを追加。,,,,,,,,,fire,×2,,,1,
3111,3725,33725,pokemon,クサイハナ,/assets/images/card_images/large/XY/033725_P_KUSAIHANA.jpg,XY,2,171,,44,ざっそうポケモン,0.8,8.6,口から たれている ミツは ２キロ 離れていても 鼻が まがるほど 猛烈に くさい。,Masakazu Fukuda,,1 進化,80,['grass'],,,"['grass', 'none']",よだれ,30,,,,,,,,,,fire,×2,,,1,
3112,3726,33726,pokemon,ラフレシア,/assets/images/card_images/large/XY/033726_P_RAFURESHIA.jpg,XY,3,171,,45,フラワーポケモン,1.2,18.6,世界一 大きな 花びらは 歩くたびに 揺れて 大量の 毒花粉を ばらまいている。,Midori Harada,,2 進化,130,['grass'],イライラかふん,このポケモンがいるかぎり、おたがいのプレイヤーは、手札からグッズを出して使えない。,"['grass', 'grass', 'none']",ソーラービーム,70,,,,,,,,,,fire,×2,,,3,
3113,3727,33727,pokemon,イトマル,/assets/images/card_images/large/XY/033727_P_ITOMARU.jpg,XY,4,171,,167,いとはきポケモン,0.5,8.5,獲物が 近くを 通りかかるまで 自分の 巣で 何日も 同じ 格好で じっと 待ち続ける。,Naoyo Kimura,,たね,50,['grass'],,,['none'],いとをはく,,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。,,,,,,,,,fire,×2,,,1,
3114,3728,33728,pokemon,アリアドス,/assets/images/card_images/large/XY/033728_P_ARIADOSU.jpg,XY,5,171,,168,あしながポケモン,1.1,33.5,獲物の 体に 糸を つけて わざと 逃がす。 糸を たどれば 仲間ごと 捕まえられるからだ。,Hajime Kusajima,,1 進化,70,['grass'],どくのす,おたがいのバトルポケモン（grassポケモンはのぞく）を、それぞれどくにする。この特性は、自分の番に1回使える。,"['grass', 'none']",かこいこむ,30,次の相手の番、このワザを受けたポケモンは、にげられない。,,,,,,,,,fire,×2,,,1,
3115,3729,33729,pokemon,ミツハニー,/assets/images/card_images/large/XY/033729_P_MITSUHANI.jpg,XY,8,171,,415,はちのこポケモン,0.3,5.5,集めた ミツを 住処に 運ぶ。 夜には たくさんの ミツハニーが 重なって ハチの巣になり 眠る。,Sumiyoshi Kizuki,,たね,40,['grass'],,,['grass'],むしくい,10,,,,,,,,,,fire,×2,,,1,
3116,3730,33730,pokemon,ビークイン,/assets/images/card_images/large/XY/033730_P_BIKUIN.jpg,XY,9,171,,416,はちのすポケモン,1.2,38.5,胴体が 子供たちの 巣穴に なっている。 ミツハニーの 集めた ミツで 子供たちを 育てる。,kawayoo,,1 進化,90,['grass'],,,['none'],じょうほうしゅうしゅう,10,のぞむなら、自分の手札が6枚になるように、山札を引いてよい。,"['none', 'none']",ビーリベンジ,20＋,自分のトラッシュにあるポケモンの枚数×10ダメージを追加。,,,,,fire,×2,,,0,
